,name,enc
10,asdf,"[-0.07271039485931396, 0.05552895739674568, 0.01745639182627201, -0.019055640324950218, 0.014934432692825794, -0.041493985801935196, 0.033705830574035645, -0.08633878827095032, 0.1670459657907486, -0.09214739501476288, 0.22158832848072052, 0.023188266903162003, -0.2383086234331131, -0.11379863321781158, 0.007041473872959614, 0.05217791348695755, -0.14740274846553802, -0.19013643264770508, -0.09051123261451721, -0.048427119851112366, 0.044995762407779694, 0.019209247082471848, 0.003179214894771576, -0.008292485028505325, -0.22836560010910034, -0.3747473359107971, -0.1334364414215088, -0.035468827933073044, 0.0031411629170179367, -0.08114968240261078, 0.08058758080005646, 0.07324179261922836, -0.21762150526046753, -0.05080652981996536, -0.00771599356085062, 0.11527325212955475, -0.013708430342376232, 0.022539382800459862, 0.2244998961687088, 0.031692106276750565, -0.201821431517601, -0.02720024436712265, 0.05172713100910187, 0.3304796516895294, 0.17095807194709778, 0.023647531867027283, -0.031607091426849365, -0.02929745428264141, 0.04823450371623039, -0.235687717795372, 0.1422116607427597, 0.13921546936035156, 0.12338600307703018, 0.08600743114948273, 0.1185116246342659, -0.1152697503566742, 0.010164782404899597, 0.1307971030473709, -0.2292235940694809, 0.016906166449189186, -0.00661301426589489, -0.09456827491521835, -0.0005926564335823059, -0.015257628634572029, 0.14909662306308746, 0.07673384249210358, -0.06863056868314743, -0.104275181889534, 0.19854043424129486, -0.17339207231998444, -0.015974335372447968, 0.1017986387014389, -0.06767424941062927, -0.1849055290222168, -0.3693850636482239, 0.05824260041117668, 0.4306783974170685, 0.13925926387310028, -0.15274767577648163, 0.05582668259739876, -0.028275493532419205, -0.046344149857759476, 0.14948400855064392, 0.0008322026114910841, -0.08931604027748108, 0.03769350051879883, -0.1255030333995819, 0.10738789290189743, 0.1635182946920395, 0.07152654975652695, -0.1361609250307083, 0.13933062553405762, -0.021707847714424133, 0.02903076261281967, 0.13767103850841522, 0.05807121843099594, -0.051769062876701355, 0.006566701922565699, -0.18039104342460632, 0.018843960016965866, 0.07052982598543167, -0.06298907101154327, -0.007261278573423624, 0.12246546894311905, -0.08468295633792877, 0.14858725666999817, 0.07958555966615677, -0.04565102979540825, -0.0004185633733868599, 0.06893498450517654, -0.1414714753627777, -0.07716492563486099, 0.1275760382413864, -0.33276182413101196, 0.18571837246418, 0.12339694797992706, -0.10299219191074371, 0.16208603978157043, 0.03815612941980362, 0.07114312052726746, -0.06697957217693329, -0.053009022027254105, -0.17758610844612122, -0.056220654398202896, 0.034249499440193176, 0.019937828183174133, 0.15696687996387482, 0.038971688598394394]"
11,asdf,"[-0.05460585653781891, 0.06664029508829117, 0.02380054071545601, -0.0536094568669796, 0.004669547080993652, -0.0699128806591034, 0.0180805753916502, -0.09480985999107361, 0.16346284747123718, -0.07236051559448242, 0.20573154091835022, -0.011708838865160942, -0.264894962310791, -0.09661886096000671, -0.02877068892121315, 0.07067456841468811, -0.13456253707408905, -0.1671646535396576, -0.10088600218296051, -0.09874475747346878, 0.05066293105483055, 0.04817232862114906, 0.020970195531845093, 0.033181577920913696, -0.20555272698402405, -0.3575076758861542, -0.1375516951084137, -0.05397487431764603, -0.02721586637198925, -0.09318667650222778, 0.03180098161101341, 0.06816854327917099, -0.19146659970283508, -0.048815079033374786, -0.016997240483760834, 0.0863053947687149, -0.020296743139624596, -0.004354584030807018, 0.21745797991752625, 0.05144117400050163, -0.16681161522865295, -0.026438593864440918, 0.030828319489955902, 0.3293082118034363, 0.18861974775791168, 0.01670563593506813, -0.019748017191886902, -0.023096725344657898, 0.030584022402763367, -0.20604318380355835, 0.14114177227020264, 0.149674192070961, 0.10653363913297653, 0.05629229545593262, 0.0923653170466423, -0.09569889307022095, -0.011700963601469994, 0.1332230120897293, -0.2590125799179077, 0.027993332594633102, 0.02671157196164131, -0.13266584277153015, -0.03729792684316635, -0.020333321765065193, 0.1479700803756714, 0.10081034153699875, -0.08874025195837021, -0.08426864445209503, 0.21087700128555298, -0.19591209292411804, -0.00990980863571167, 0.0481228306889534, -0.07599975168704987, -0.18998083472251892, -0.33899766206741333, 0.06844773888587952, 0.4196930527687073, 0.14969868957996368, -0.16204576194286346, 0.055982556194067, -0.034284383058547974, -0.03459721431136131, 0.16066955029964447, -0.007430990692228079, -0.10941930115222931, 0.05790112167596817, -0.13495539128780365, 0.1228305920958519, 0.14088872075080872, 0.05512582138180733, -0.13899672031402588, 0.18070602416992188, -0.02034214697778225, 0.02741881273686886, 0.16105100512504578, 0.059458427131175995, -0.04831833392381668, 0.0007068491540849209, -0.17589613795280457, 0.06284799426794052, 0.06382104754447937, -0.10149721801280975, -0.014883236959576607, 0.07428823411464691, -0.04861889034509659, 0.12772724032402039, 0.08314348012208939, -0.058829598128795624, -0.0515211783349514, 0.04063473641872406, -0.1818559318780899, -0.09925278276205063, 0.161736860871315, -0.29830285906791687, 0.15295448899269104, 0.11992383748292923, -0.05794147774577141, 0.17887502908706665, 0.045328687876462936, 0.07471763342618942, -0.04469843953847885, -0.08865617215633392, -0.15659599006175995, -0.048107851296663284, 0.06775976717472076, 0.033915065228939056, 0.18811984360218048, 0.0637996569275856]"
12,asdf,"[-0.05852191150188446, 0.06383293122053146, 0.033673860132694244, -0.018082264810800552, 0.00020301504991948605, -0.051659196615219116, 0.013216322287917137, -0.08762569725513458, 0.15178091824054718, -0.0712655782699585, 0.2188187539577484, 0.034205302596092224, -0.25940993428230286, -0.09614019095897675, -0.013990727253258228, 0.07003984600305557, -0.13847289979457855, -0.1968497782945633, -0.05413353443145752, -0.08381224423646927, 0.0850825384259224, 0.06473398208618164, -0.018655791878700256, 0.001025436446070671, -0.21264556050300598, -0.3522038459777832, -0.13566696643829346, -0.06109476089477539, -0.02406212128698826, -0.08769163489341736, 0.07758460938930511, 0.0712846890091896, -0.19641849398612976, -0.04670552909374237, 0.016819406300783157, 0.06535827368497849, -0.02898934669792652, 0.00657789409160614, 0.22710148990154266, 0.0474536195397377, -0.1948128491640091, -0.030171986669301987, 0.08439446985721588, 0.3293594717979431, 0.16290178894996643, 0.021904677152633667, -0.03433845192193985, -0.015850763767957687, 0.023153195157647133, -0.2583647072315216, 0.11467921733856201, 0.15011946856975555, 0.13013002276420593, 0.10514599084854126, 0.11419738084077835, -0.11573942005634308, 0.014637654647231102, 0.11022193729877472, -0.2552456855773926, 0.044715870171785355, -0.0007282868027687073, -0.1406698375940323, -0.018765980377793312, -0.006472310051321983, 0.1491135209798813, 0.06327121704816818, -0.07354620099067688, -0.09972423315048218, 0.19086281955242157, -0.1856677234172821, -0.07251222431659698, 0.10556711256504059, -0.06067739427089691, -0.20790481567382812, -0.34258580207824707, 0.0640181452035904, 0.43485474586486816, 0.1609346866607666, -0.16203579306602478, 0.08334201574325562, -0.0015837975079193711, -0.04688890278339386, 0.1500927358865738, -0.0021884439047425985, -0.07280201464891434, 0.04114560782909393, -0.11421288549900055, 0.10786063224077225, 0.16955305635929108, 0.05579926446080208, -0.129094198346138, 0.18347495794296265, -0.02391033247113228, 0.06173023208975792, 0.14321269094944, 0.07890719920396805, -0.014738813042640686, 0.0057531846687197685, -0.17718492448329926, 0.02378877066075802, 0.07177881896495819, -0.06114603951573372, -0.0009679580107331276, 0.10325200110673904, -0.08811185508966446, 0.1394389569759369, 0.07244770228862762, -0.06300231069326401, -0.044199272990226746, 0.05384981632232666, -0.15054383873939514, -0.043510083109140396, 0.13338561356067657, -0.33345964550971985, 0.20617353916168213, 0.1403215229511261, -0.0821307897567749, 0.1609811633825302, 0.0347151979804039, 0.026059510186314583, -0.04537219554185867, -0.1250147521495819, -0.18930262327194214, -0.07952844351530075, 0.06299847364425659, 0.006862284615635872, 0.1446041464805603, 0.03839549794793129]"
13,asdf,"[-0.05634443461894989, 0.08367195725440979, 0.02316071279346943, -0.028266645967960358, -0.023763809353113174, -0.08018460124731064, 0.004388816654682159, -0.1240060105919838, 0.146542027592659, -0.09166057407855988, 0.2247055619955063, 0.013461755588650703, -0.2338312864303589, -0.11450396478176117, -0.03516053408384323, 0.07902205735445023, -0.13568830490112305, -0.21315737068653107, -0.07334520667791367, -0.06671382486820221, 0.03849128261208534, 0.03669547289609909, -0.002624788321554661, 0.003768403083086014, -0.17214591801166534, -0.33937397599220276, -0.16179418563842773, -0.0612126886844635, -0.0039043445140123367, -0.08990348875522614, 0.041947972029447556, 0.05636488273739815, -0.1903941035270691, -0.06341969966888428, 0.0013007894158363342, 0.0771741271018982, -0.03555529937148094, 0.022109411656856537, 0.2051878124475479, 0.03358038514852524, -0.18536032736301422, -0.01512051559984684, 0.06229989975690842, 0.32944104075431824, 0.18169640004634857, 0.0271993950009346, -0.03447970375418663, -0.04191486909985542, 0.00016166199930012226, -0.22841237485408783, 0.131279855966568, 0.14985539019107819, 0.117131307721138, 0.10672784596681595, 0.10134696960449219, -0.1149970218539238, 0.0131035465747118, 0.1150018647313118, -0.23790039122104645, 0.02415180578827858, 0.030350737273693085, -0.12416607141494751, -0.022942572832107544, -0.010074383579194546, 0.1995314210653305, 0.10250634700059891, -0.0853179395198822, -0.09321685880422592, 0.2093098908662796, -0.19726884365081787, -0.05927906930446625, 0.05811295658349991, -0.06406893581151962, -0.1710081249475479, -0.35477346181869507, 0.06834091246128082, 0.4075247049331665, 0.14810922741889954, -0.16746173799037933, 0.06342262029647827, -0.02256002649664879, -0.01708979904651642, 0.14585889875888824, -0.01159835048019886, -0.09996616095304489, 0.0347297266125679, -0.13262008130550385, 0.07378128170967102, 0.14651678502559662, 0.04077490419149399, -0.11956901103258133, 0.1467001885175705, -0.026869693771004677, 0.050304513424634933, 0.16942736506462097, 0.07837086170911789, -0.02060858905315399, -0.016025327146053314, -0.19277219474315643, 0.0545935332775116, 0.03769974783062935, -0.09014162421226501, -0.035149458795785904, 0.10027406364679337, -0.04293198138475418, 0.12489215284585953, 0.07800965011119843, -0.06787677109241486, -0.07393637299537659, 0.04462176561355591, -0.14239098131656647, -0.07591696828603745, 0.14009982347488403, -0.3106612265110016, 0.2372349500656128, 0.13140536844730377, -0.07339466363191605, 0.16858984529972076, 0.05082201957702637, 0.06303475052118301, -0.07721730321645737, -0.10811902582645416, -0.15060941874980927, -0.07235602289438248, 0.0530116930603981, 0.002201816998422146, 0.14826816320419312, 0.05795229971408844]"
14,asdf,"[-0.0613839365541935, 0.0831584483385086, -0.012782759964466095, -0.025008050724864006, -0.021243050694465637, -0.06155886873602867, 0.022372683510184288, -0.059229426085948944, 0.18543295562267303, -0.051026634871959686, 0.21983963251113892, -0.00719029363244772, -0.23763695359230042, -0.09307816624641418, -0.01830126903951168, 0.09030210971832275, -0.15475481748580933, -0.1684354692697525, -0.06796739250421524, -0.06982997059822083, 0.06162111833691597, 0.037313248962163925, 0.011511403135955334, 0.01979299820959568, -0.18625114858150482, -0.3635264039039612, -0.13555651903152466, -0.06918978691101074, 0.0190366730093956, -0.11436963826417923, 0.039992496371269226, 0.060006897896528244, -0.19724245369434357, -0.05715183541178703, 0.010312864556908607, 0.06592167913913727, -0.028097685426473618, 0.02378174103796482, 0.2281613051891327, 0.0353178009390831, -0.19486850500106812, -0.03102238103747368, 0.07502737641334534, 0.31419438123703003, 0.1728820651769638, 0.07183901220560074, -0.037401970475912094, -0.026993120089173317, 0.0007849005050957203, -0.20392107963562012, 0.13613414764404297, 0.1628098338842392, 0.07906132936477661, 0.07769374549388885, 0.09447965025901794, -0.11260870844125748, -0.007861576974391937, 0.11589844524860382, -0.2517642378807068, 0.0214752946048975, 0.04531355947256088, -0.11534744501113892, -0.0543394535779953, -0.020236648619174957, 0.16279268264770508, 0.08989178389310837, -0.0779828131198883, -0.11123910546302795, 0.20653745532035828, -0.21384865045547485, -0.05125640332698822, 0.06042543053627014, -0.05508223921060562, -0.18780802190303802, -0.3627689778804779, 0.051416195929050446, 0.39689749479293823, 0.14899642765522003, -0.14002282917499542, 0.07279035449028015, 0.01814527064561844, -0.032698389142751694, 0.1590922623872757, 0.010125024244189262, -0.09866809844970703, 0.026826173067092896, -0.12831053137779236, 0.07738760858774185, 0.1300489604473114, 0.05795320123434067, -0.10786215960979462, 0.1267462521791458, -0.035191040486097336, 0.03178864344954491, 0.12792779505252838, 0.08701427280902863, -0.0396469347178936, -0.010328380391001701, -0.17512618005275726, 0.040157049894332886, 0.05863891541957855, -0.0796421468257904, -0.037725262343883514, 0.10740212351083755, -0.07562196254730225, 0.11965685337781906, 0.06973031908273697, -0.07937642931938171, -0.069922536611557, 0.06573929637670517, -0.13715685904026031, -0.06674616038799286, 0.129368856549263, -0.3066794276237488, 0.2193794995546341, 0.14183734357357025, -0.08346683531999588, 0.16524739563465118, 0.04177764058113098, 0.08062981069087982, -0.05548342317342758, -0.08472717553377151, -0.1896110326051712, -0.08969254791736603, 0.027359656989574432, 0.0075819361954927444, 0.1575354039669037, 0.050284940749406815]"
15,asdf,"[-0.05721062794327736, 0.06523154675960541, 0.0019290796481072903, -0.04176552593708038, -0.003938509151339531, -0.034124333411455154, 0.0006167367100715637, -0.04480208083987236, 0.18495260179042816, -0.09789259731769562, 0.18707039952278137, 0.06462938338518143, -0.2696637809276581, -0.11221127957105637, 0.015819065272808075, 0.07109211385250092, -0.11351843923330307, -0.19728779792785645, -0.07083746045827866, -0.05416899919509888, 0.07488325238227844, 0.04837678372859955, 0.028710832819342613, -0.008324433118104935, -0.1888550966978073, -0.37607917189598083, -0.13917507231235504, -0.06402859091758728, -0.015590437687933445, -0.0927295908331871, 0.03127424791455269, 0.07718318700790405, -0.1956275999546051, -0.03831525146961212, 0.0044199805706739426, 0.08997253328561783, -0.011992952786386013, 0.04709707200527191, 0.21964554488658905, 0.07570374011993408, -0.20053398609161377, -0.029136456549167633, 0.046589359641075134, 0.31500089168548584, 0.19694584608078003, 0.04350718855857849, -0.0349038764834404, -0.02225261740386486, 0.06145041435956955, -0.2698747217655182, 0.1743641197681427, 0.1474892795085907, 0.10980325192213058, 0.07799583673477173, 0.13755537569522858, -0.11400878429412842, -0.0009230915457010269, 0.11593948304653168, -0.2399931699037552, 0.06574490666389465, 0.009982329793274403, -0.1343379020690918, -0.08713828027248383, -0.035179924219846725, 0.15871873497962952, 0.11453638225793839, -0.09155294299125671, -0.12105495482683182, 0.1958630234003067, -0.19354809820652008, -0.046984512358903885, 0.09771201014518738, -0.09058600664138794, -0.15886478126049042, -0.35825884342193604, 0.05692224204540253, 0.37260034680366516, 0.13774482905864716, -0.15846465528011322, 0.062494754791259766, -0.0019981188233941793, -0.0037714028730988503, 0.13779135048389435, 0.0007235894445329905, -0.09567169100046158, 0.0196329727768898, -0.11711971461772919, 0.07347291707992554, 0.14944855868816376, 0.05058162659406662, -0.12770618498325348, 0.17206059396266937, -0.04095494747161865, 0.08430534601211548, 0.13915230333805084, 0.09175239503383636, -0.025098970159888268, -0.06447280943393707, -0.20159265398979187, 0.01075549516826868, 0.06757186353206635, -0.11381900310516357, -0.05075964331626892, 0.10218299180269241, -0.08097933232784271, 0.09798318147659302, 0.042243100702762604, -0.03309200704097748, -0.01291494257748127, 0.05559946224093437, -0.16914869844913483, -0.08097273856401443, 0.12116114795207977, -0.2981609106063843, 0.2238771617412567, 0.1369258165359497, -0.09705857187509537, 0.1303173452615738, 0.05278581380844116, 0.07459565997123718, -0.07076406478881836, -0.09122925996780396, -0.18169961869716644, -0.07806316018104553, 0.055287107825279236, 0.03510550409555435, 0.10608643293380737, 0.030385885387659073]"
16,asdf,"[-0.05697010084986687, 0.06863532215356827, -0.029559146612882614, 0.003433042671531439, -0.029575934633612633, -0.06966575235128403, -0.005204087123274803, -0.06843243539333344, 0.16782696545124054, -0.0693371444940567, 0.199805349111557, 0.004707963205873966, -0.2528553605079651, -0.0741969645023346, -0.03594013303518295, 0.06815589964389801, -0.14584994316101074, -0.1922374665737152, -0.061989448964595795, -0.08335073292255402, 0.0788128674030304, 0.04222699999809265, -0.015377526171505451, 0.013154415413737297, -0.17876672744750977, -0.35523155331611633, -0.13576215505599976, -0.08243197947740555, 0.020731113851070404, -0.1230524480342865, 0.02477984130382538, 0.06412605941295624, -0.18596310913562775, -0.07695412635803223, 0.01756034791469574, 0.08000507950782776, -0.005261155776679516, 0.03481152653694153, 0.22713543474674225, 0.030239826068282127, -0.1771797388792038, -0.005283530801534653, 0.0814414769411087, 0.33386164903640747, 0.20581090450286865, 0.07451310008764267, -0.045341625809669495, -0.03361455351114273, 0.03495597839355469, -0.23429381847381592, 0.14075827598571777, 0.16084551811218262, 0.12204473465681076, 0.09815537929534912, 0.0972108468413353, -0.13467469811439514, -0.0019172411412000656, 0.1248270645737648, -0.2436676174402237, 0.03742969036102295, 0.036973707377910614, -0.12923596799373627, -0.039075084030628204, -0.0035284124314785004, 0.1881893426179886, 0.07021200656890869, -0.06942495703697205, -0.09059807658195496, 0.2030399590730667, -0.21463167667388916, -0.05350176990032196, 0.05790156126022339, -0.05442602187395096, -0.17240019142627716, -0.32669907808303833, 0.053879473358392715, 0.40175697207450867, 0.14544054865837097, -0.14555341005325317, 0.11834325641393661, -0.002046925714239478, -0.0328482910990715, 0.14605262875556946, -0.019034741446375847, -0.09113167971372604, 0.01278742216527462, -0.1383347064256668, 0.08143459260463715, 0.14863581955432892, 0.0592920295894146, -0.085211381316185, 0.1357879936695099, -0.04263850301504135, 0.046367816627025604, 0.16624224185943604, 0.09569930285215378, -0.06336449086666107, -0.02789970487356186, -0.1679341197013855, 0.004647379741072655, 0.07220543920993805, -0.09379289299249649, -0.024905359372496605, 0.08955394476652145, -0.08992661535739899, 0.12728604674339294, 0.03715734928846359, -0.042252108454704285, -0.04832917079329491, 0.02586968243122101, -0.1056700274348259, -0.033833105117082596, 0.14760270714759827, -0.31521347165107727, 0.22874367237091064, 0.11276024580001831, -0.0968131273984909, 0.18316558003425598, 0.02979380264878273, 0.06466029584407806, -0.06694193929433823, -0.10029314458370209, -0.2145015150308609, -0.0864647701382637, 0.03494981303811073, 0.009923254139721394, 0.15261408686637878, 0.05453585460782051]"
17,asdf,"[-0.05417405068874359, 0.07950340211391449, -0.012370600365102291, -0.00342349405400455, -0.012333560734987259, -0.05590250343084335, 0.04400946944952011, -0.08607777953147888, 0.16424304246902466, -0.059813834726810455, 0.219282865524292, 0.006021919660270214, -0.27330252528190613, -0.08216650038957596, -0.034069836139678955, 0.09034571796655655, -0.1341838538646698, -0.220647931098938, -0.06833304464817047, -0.06958664208650589, 0.08481663465499878, 0.04061999171972275, -0.04096077010035515, 0.006626962684094906, -0.1753142774105072, -0.34052926301956177, -0.11814303696155548, -0.07735839486122131, -0.007380776107311249, -0.09708472341299057, 0.040029361844062805, 0.06670428067445755, -0.2074277251958847, -0.06151865795254707, 0.01660202443599701, 0.04759041965007782, 0.0030830390751361847, 0.02109289914369583, 0.22161799669265747, 0.0411628857254982, -0.18397654592990875, -0.027226407080888748, 0.09149394184350967, 0.33813872933387756, 0.16583967208862305, 0.04200143367052078, -0.04176437109708786, -0.029080502688884735, 0.00040476000867784023, -0.23084282875061035, 0.12761014699935913, 0.14704358577728271, 0.14249297976493835, 0.09587113559246063, 0.07581213861703873, -0.12421111762523651, 0.004373230040073395, 0.07822293788194656, -0.25968828797340393, 0.03502252697944641, 0.04371163994073868, -0.11235891282558441, -0.05597227066755295, -0.01779007539153099, 0.17519550025463104, 0.04639606550335884, -0.06917542964220047, -0.10124771296977997, 0.1880863457918167, -0.21120521426200867, -0.068196140229702, 0.052625205367803574, -0.06486588716506958, -0.18464837968349457, -0.33568015694618225, 0.05430152267217636, 0.3999069035053253, 0.14838527143001556, -0.16382074356079102, 0.10451795160770416, -0.009377342648804188, -0.04415475204586983, 0.14566072821617126, -0.022202668711543083, -0.0642492026090622, 0.043014563620090485, -0.13924185931682587, 0.09742674231529236, 0.1720520257949829, 0.03688643127679825, -0.09810303151607513, 0.1656055748462677, -0.03948656842112541, 0.011692682281136513, 0.1300583928823471, 0.08294332027435303, -0.016280673444271088, -0.003959960304200649, -0.16927288472652435, 0.012198450043797493, 0.06282573938369751, -0.06282003968954086, -0.02520473673939705, 0.09916740655899048, -0.10580211877822876, 0.10764972120523453, 0.05492280051112175, -0.04875272512435913, -0.051005858927965164, 0.026686230674386024, -0.14117908477783203, -0.06413497030735016, 0.1350497454404831, -0.29364749789237976, 0.20132116973400116, 0.12743407487869263, -0.07745204120874405, 0.13659930229187012, 0.021966474130749702, 0.03441412001848221, -0.04070454463362694, -0.10809705406427383, -0.2222355753183365, -0.08359085768461227, 0.06257153302431107, 0.0029618144035339355, 0.14117738604545593, 0.054602351039648056]"
18,asdf,"[-0.03177374601364136, 0.02630191668868065, 0.021382156759500504, 0.00027546356432139874, 0.012096008285880089, -0.06850621849298477, 0.04168739914894104, -0.0885273888707161, 0.1512647569179535, -0.0738057941198349, 0.25165778398513794, 0.013066733255982399, -0.2344200164079666, -0.12501265108585358, -0.015440156683325768, 0.07955960184335709, -0.10663169622421265, -0.1799968034029007, -0.10092170536518097, -0.08209078758955002, 0.06923958659172058, 0.03237750753760338, 0.01016439963132143, 0.013332478702068329, -0.21215274930000305, -0.34909892082214355, -0.1317148357629776, -0.06775476783514023, -0.03574417531490326, -0.1384267508983612, 0.030251288786530495, 0.08744818717241287, -0.20420241355895996, -0.07661973685026169, -0.008715438656508923, 0.0829608216881752, -0.024748021736741066, -0.002141742967069149, 0.223041370511055, 0.05278157815337181, -0.18220670521259308, 0.010140514932572842, 0.0518411248922348, 0.3405436873435974, 0.21752353012561798, -0.011516159400343895, -0.0338129922747612, 0.0024964651092886925, 0.03634365275502205, -0.2560129165649414, 0.11237624287605286, 0.11044710874557495, 0.12509219348430634, 0.09015936404466629, 0.09927771240472794, -0.10297227650880814, -0.029158463701605797, 0.13828279078006744, -0.23305967450141907, 0.05333824083209038, -0.0023518986999988556, -0.14542558789253235, -0.03268156200647354, -0.02594948373734951, 0.15072067081928253, 0.10249914973974228, -0.09331802278757095, -0.09116031974554062, 0.17845891416072845, -0.18896616995334625, -0.040851689875125885, 0.05961818993091583, -0.09457391500473022, -0.1960798054933548, -0.3580609858036041, 0.0793381780385971, 0.4145377576351166, 0.12038451433181763, -0.19313748180866241, 0.06429021805524826, -0.00616519246250391, -0.0018506920896470547, 0.15529614686965942, 0.00808626040816307, -0.03682841360569, 0.04179015010595322, -0.12029485404491425, 0.09893535077571869, 0.15104614198207855, 0.051471251994371414, -0.14601093530654907, 0.1727447807788849, -0.0695502758026123, 0.05413051322102547, 0.16087687015533447, 0.07019975036382675, -0.021236788481473923, 0.008964751847088337, -0.1831749677658081, 0.06945179402828217, 0.032777950167655945, -0.09501822292804718, -0.013512471690773964, 0.07995352149009705, -0.03680199757218361, 0.12133491784334183, 0.055665239691734314, -0.018279319629073143, -0.033884380012750626, 0.04056880623102188, -0.16057579219341278, -0.0508742481470108, 0.128450408577919, -0.32968848943710327, 0.21850503981113434, 0.13624674081802368, -0.087563656270504, 0.152922123670578, 0.03593667969107628, 0.05274052172899246, -0.04397542402148247, -0.05418051779270172, -0.19093936681747437, -0.039681240916252136, 0.04807009920477867, 0.021534763276576996, 0.14360490441322327, 0.038153424859046936]"
19,asdf,"[-0.07187224179506302, 0.06999292224645615, 0.037921711802482605, -0.027027713134884834, -0.011640661396086216, -0.1040164977312088, 0.014156313613057137, -0.06244354322552681, 0.09276182949542999, -0.014772643335163593, 0.21885934472084045, -0.007747778668999672, -0.2319926917552948, -0.13191001117229462, 0.018608082085847855, 0.042862385511398315, -0.12002327293157578, -0.1884172260761261, -0.07980687916278839, -0.04678183048963547, 0.04387705400586128, 0.03949616849422455, 0.024098746478557587, 0.019830606877803802, -0.18520958721637726, -0.35269010066986084, -0.11569768935441971, -0.05909737944602966, 0.015349889174103737, -0.1187145784497261, 0.04154732823371887, 0.07018544524908066, -0.22135820984840393, -0.07037438452243805, 0.015700222924351692, 0.10794059932231903, -0.00689620291814208, -0.00197749026119709, 0.22027646005153656, 0.009177666157484055, -0.18226054310798645, -0.029399454593658447, 0.05956238880753517, 0.33012256026268005, 0.1753205507993698, 0.005676592700183392, -0.013567870482802391, -0.03835885971784592, -0.0007868332322686911, -0.19683201611042023, 0.15402129292488098, 0.14594213664531708, 0.11486967653036118, 0.05385194718837738, 0.11407381296157837, -0.10092239081859589, 0.02032947912812233, 0.10366000235080719, -0.2381313592195511, 0.03246237710118294, 0.032721325755119324, -0.08570883423089981, -0.042295049875974655, -0.05171596258878708, 0.16405269503593445, 0.05369361862540245, -0.08100807666778564, -0.11434318125247955, 0.1581726372241974, -0.18824434280395508, -0.05163004249334335, 0.10502111166715622, -0.05658217892050743, -0.16358314454555511, -0.3675216734409332, 0.0608866848051548, 0.3701353371143341, 0.12648968398571014, -0.2246653437614441, 0.07937359064817429, -0.011231156066060066, -0.044760316610336304, 0.16954894363880157, 0.007469591218978167, -0.09529569745063782, 0.07378163188695908, -0.15751512348651886, 0.09872367978096008, 0.15020932257175446, 0.061455633491277695, -0.12370870262384415, 0.1241040751338005, -0.01026277244091034, 0.027863848954439163, 0.17148596048355103, 0.06334356963634491, -0.019553929567337036, -0.011727871373295784, -0.1902565360069275, 0.04922441393136978, 0.08495786041021347, -0.09334389865398407, -0.05813763290643692, 0.11122040450572968, -0.059598855674266815, 0.09936995804309845, 0.08436276018619537, -0.06997518241405487, -0.04344792291522026, 0.023171352222561836, -0.15652741491794586, -0.09378840774297714, 0.12529385089874268, -0.32840701937675476, 0.19136473536491394, 0.12194544076919556, -0.08043667674064636, 0.13406001031398773, 0.04906739294528961, 0.06863182783126831, -0.05628213286399841, -0.06782931089401245, -0.15373285114765167, -0.054362740367650986, 0.06006953865289688, 0.014644593000411987, 0.16166354715824127, 0.04241149500012398]"
